by_group,choice,value,n,question,text,group,Likert score
Rural,Neutral,0.23,30327,Q69_11,I think I would be happier if I... - Took better care of myself,region,3
Rural,Somewhat agree,0.38,30327,Q69_11,I think I would be happier if I... - Took better care of myself,region,4
Rural,Strongly agree,0.2,30327,Q69_11,I think I would be happier if I... - Took better care of myself,region,5
Rural,Don't know,0.01,30327,Q69_11,I think I would be happier if I... - Took better care of myself,region,Don't know
South Australia,Strongly disagree,0.06,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,1
South Australia,Somewhat disagree,0.09,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,2
South Australia,Neutral,0.18,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,3
South Australia,Somewhat agree,0.43,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,4
South Australia,Strongly agree,0.23,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,5
South Australia,Don't know,0.01,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,Don't know
Tasmania,Strongly disagree,0.09,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,1
Tasmania,Somewhat disagree,0.13,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,2
Tasmania,Neutral,0.19,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,3
Tasmania,Somewhat agree,0.38,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,4
Tasmania,Strongly agree,0.22,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,5
Tasmania,Don't know,0,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,Don't know
Victoria,Strongly disagree,0.06,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,1
Victoria,Somewhat disagree,0.08,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,2
Victoria,Neutral,0.18,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,3
Victoria,Somewhat agree,0.4,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,4
Victoria,Strongly agree,0.28,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,5
Victoria,Don't know,0,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,Don't know
Western Australia,Strongly disagree,0.07,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,1
Western Australia,Somewhat disagree,0.09,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,2
Western Australia,Neutral,0.19,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,3
Western Australia,Somewhat agree,0.38,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,4
Western Australia,Strongly agree,0.26,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,5
Western Australia,Don't know,0,30327,Q69_11,I think I would be happier if I... - Took better care of myself,state,Don't know
White,Strongly disagree,0.08,30099,Q69_11,I think I would be happier if I... - Took better care of myself,european,1
White,Somewhat disagree,0.1,30099,Q69_11,I think I would be happier if I... - Took better care of myself,european,2
White,Neutral,0.19,30099,Q69_11,I think I would be happier if I... - Took better care of myself,european,3
White,Somewhat agree,0.4,30099,Q69_11,I think I would be happier if I... - Took better care of myself,european,4
White,Strongly agree,0.23,30099,Q69_11,I think I would be happier if I... - Took better care of myself,european,5
White,Don't know,0,30099,Q69_11,I think I would be happier if I... - Took better care of myself,european,Don't know
Women,Strongly disagree,0.07,30327,Q69_11,I think I would be happier if I... - Took better care of myself,sex,1
Women,Somewhat disagree,0.08,30327,Q69_11,I think I would be happier if I... - Took better care of myself,sex,2
Women,Neutral,0.16,30327,Q69_11,I think I would be happier if I... - Took better care of myself,sex,3
Women,Somewhat agree,0.4,30327,Q69_11,I think I would be happier if I... - Took better care of myself,sex,4
Women,Strongly agree,0.29,30327,Q69_11,I think I would be happier if I... - Took better care of myself,sex,5
Women,Don't know,0,30327,Q69_11,I think I would be happier if I... - Took better care of myself,sex,Don't know
$0 to $599 per week,Strongly disagree,0.08,23606,Q69_12,I think I would be happier if I... - Socialised more,income,1
$0 to $599 per week,Somewhat disagree,0.12,23606,Q69_12,I think I would be happier if I... - Socialised more,income,2
$0 to $599 per week,Neutral,0.25,23606,Q69_12,I think I would be happier if I... - Socialised more,income,3
$0 to $599 per week,Somewhat agree,0.4,23606,Q69_12,I think I would be happier if I... - Socialised more,income,4
$0 to $599 per week,Strongly agree,0.14,23606,Q69_12,I think I would be happier if I... - Socialised more,income,5
$0 to $599 per week,Don't know,0.02,23606,Q69_12,I think I would be happier if I... - Socialised more,income,Don't know
"$1,000 to 1,499 per week",Strongly disagree,0.06,23606,Q69_12,I think I would be happier if I... - Socialised more,income,1
"$1,000 to 1,499 per week",Somewhat disagree,0.13,23606,Q69_12,I think I would be happier if I... - Socialised more,income,2
"$1,000 to 1,499 per week",Neutral,0.24,23606,Q69_12,I think I would be happier if I... - Socialised more,income,3
"$1,000 to 1,499 per week",Somewhat agree,0.43,23606,Q69_12,I think I would be happier if I... - Socialised more,income,4
"$1,000 to 1,499 per week",Strongly agree,0.14,23606,Q69_12,I think I would be happier if I... - Socialised more,income,5
"$1,000 to 1,499 per week",Don't know,0.01,23606,Q69_12,I think I would be happier if I... - Socialised more,income,Don't know
"$1,500 to $2,499 per week",Strongly disagree,0.05,23606,Q69_12,I think I would be happier if I... - Socialised more,income,1
"$1,500 to $2,499 per week",Somewhat disagree,0.13,23606,Q69_12,I think I would be happier if I... - Socialised more,income,2
"$1,500 to $2,499 per week",Neutral,0.24,23606,Q69_12,I think I would be happier if I... - Socialised more,income,3
"$1,500 to $2,499 per week",Somewhat agree,0.43,23606,Q69_12,I think I would be happier if I... - Socialised more,income,4
"$1,500 to $2,499 per week",Strongly agree,0.16,23606,Q69_12,I think I would be happier if I... - Socialised more,income,5
"$1,500 to $2,499 per week",Don't know,0,23606,Q69_12,I think I would be happier if I... - Socialised more,income,Don't know
"$2,500 to $2,999 per week",Strongly disagree,0.06,23606,Q69_12,I think I would be happier if I... - Socialised more,income,1
"$2,500 to $2,999 per week",Somewhat disagree,0.14,23606,Q69_12,I think I would be happier if I... - Socialised more,income,2
"$2,500 to $2,999 per week",Neutral,0.2,23606,Q69_12,I think I would be happier if I... - Socialised more,income,3
"$2,500 to $2,999 per week",Somewhat agree,0.42,23606,Q69_12,I think I would be happier if I... - Socialised more,income,4
"$2,500 to $2,999 per week",Strongly agree,0.18,23606,Q69_12,I think I would be happier if I... - Socialised more,income,5
"$2,500 to $2,999 per week",Don't know,0,23606,Q69_12,I think I would be happier if I... - Socialised more,income,Don't know
"$3,000 or more per week",Strongly disagree,0.05,23606,Q69_12,I think I would be happier if I... - Socialised more,income,1
"$3,000 or more per week",Somewhat disagree,0.1,23606,Q69_12,I think I would be happier if I... - Socialised more,income,2
"$3,000 or more per week",Neutral,0.24,23606,Q69_12,I think I would be happier if I... - Socialised more,income,3
"$3,000 or more per week",Somewhat agree,0.43,23606,Q69_12,I think I would be happier if I... - Socialised more,income,4
"$3,000 or more per week",Strongly agree,0.18,23606,Q69_12,I think I would be happier if I... - Socialised more,income,5
"$3,000 or more per week",Don't know,0,23606,Q69_12,I think I would be happier if I... - Socialised more,income,Don't know
"$600 to $1,000 per week",Strongly disagree,0.07,23606,Q69_12,I think I would be happier if I... - Socialised more,income,1
"$600 to $1,000 per week",Somewhat disagree,0.14,23606,Q69_12,I think I would be happier if I... - Socialised more,income,2
"$600 to $1,000 per week",Neutral,0.26,23606,Q69_12,I think I would be happier if I... - Socialised more,income,3
"$600 to $1,000 per week",Somewhat agree,0.38,23606,Q69_12,I think I would be happier if I... - Socialised more,income,4
"$600 to $1,000 per week",Strongly agree,0.14,23606,Q69_12,I think I would be happier if I... - Socialised more,income,5
"$600 to $1,000 per week",Don't know,0.02,23606,Q69_12,I think I would be happier if I... - Socialised more,income,Don't know
18-24,Strongly disagree,0.03,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,1
18-24,Somewhat disagree,0.09,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,2
18-24,Neutral,0.16,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,3
18-24,Somewhat agree,0.46,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,4
18-24,Strongly agree,0.27,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,5
18-24,Don't know,0,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,Don't know
25-29,Strongly disagree,0.04,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,1
25-29,Somewhat disagree,0.09,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,2
25-29,Neutral,0.22,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,3
25-29,Somewhat agree,0.44,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,4
25-29,Strongly agree,0.21,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,5
25-29,Don't know,0,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,Don't know
30-39,Strongly disagree,0.04,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,1
30-39,Somewhat disagree,0.13,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,2
30-39,Neutral,0.23,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,3
30-39,Somewhat agree,0.43,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,4
30-39,Strongly agree,0.18,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,5
30-39,Don't know,0,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,Don't know
40-49,Strongly disagree,0.05,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,1
40-49,Somewhat disagree,0.11,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,2
40-49,Neutral,0.21,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,3
40-49,Somewhat agree,0.46,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,4
40-49,Strongly agree,0.16,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,5
40-49,Don't know,0,30312,Q69_12,I think I would be happier if I... - Socialised more,age2,Don't know
